**Sloka**,Verse
4-18-36,"I have neither angst nor ire in this matter of my eliminating you, or, your reviling me, oh, best monkey, but listen to the other point I wish to make clear. People will be capturing several animals, either covertly or overtly, with snares, springes and even with numerous contrivances. [4-18-37, 38a]"
4-18-37,"Meat eating people will undeniably kill animals, either they are speedily sprinting or standing steadily, fully dismayed or undismayed, vigilant or unvigilant, and even if they are facing away, in that there is no sacrilege. [4-18-38b, 39]"
4-18-38,"In this world even the kingly sages well-versed in virtue will go on hunting, and hunting is no face to face game, as such, oh, vanara, therefore I felled you in combat with my arrow because you are a tree-branch animal, whether you are not combating with me or combating against me. [4-18-40]"
4-18-39,"Kings are the bounteous benefactors of the unobtainable righteousness and propitious lifestyles, oh, best vanara, no doubt about it. [4-18-41]"
4-18-40,"They the kings are not to be harmed, also not to be reproved, not disparaged and nothing displeasing is spoken to them, as they are the divinities conducting themselves in human form on the plane of earth. [4-18-42]"
4-18-41,"I am abiding by the ethicalness practised by my father and forefathers, but you revile me without the knowledge of rightness, just by clinging to your rancour. Thus said Rama to dying Vali. [4-18-43]"
4-18-42,"Vali is much distressed at heart of hearts when Rama has said categorically in that way, whereby, deriving certitude about rightness he found no incorrectness with Rama. [4-18-44]"
4-18-43,"That lord of vanara-s then replied Rama with adjoined palms, oh, best one among men, what all you have said is that way proper, undoubtedly. [4-18-45]"
4-18-44,"Indeed an ignoble cannot disprove a nobleman, Raghava, and with regards to the undesirable and improper words I have unwittingly spoken earlier, in that mater too it will be truly unapt of you to make me blameworthy, as I spoke them in anguish and ignorance. [4-18-46, 47a]"
4-18-45,"You alone are the knower of recourses and their real nature, namely probity, prosperity, pleasure seeking, and emancipation; <font color="" #B3003A""><em>dharma, artha, kaama, moksha</em></font> ; and you take delight in the welfare of subjects, and your faultless intellect is clear in accomplishing ends by judging the causes and effects. [4-18-47b, c]"
4-18-46,"Oh, Rama, the knower of probity, I am the one who digressed from the rightness and a forerunner among such transgressors, such as I am, give absolution even to me with words abounded with rightness. Vali is thus saying to Rama. [4-18-48]"
4-18-47,"Vali who like an elephant plumped in slough continued to say slowly, with tears fully impeding his throat and with an agonised moan, on keenly observing Rama. [4-18-49]"
4-18-48,"Also, I neither worry for myself, nor for Tara, nor even for any relatives of mine, as I do for my son Angada, the best-virtuous one with golden bicep-lets. [4-18-50]"
4-18-49,"Right from his childhood I fondly looked after Angada, and he will be dejected when he sees me no more, and he withers away like a lake with its water drained for a drink. [4-18-51]"
4-18-50,"He is boyish, juvenile, and the only dear son of mine, oh, Rama, as such that great-mighty son of Tara needs your protection. [4-18-52]"
4-18-51,"You have firm convictions about practicable and impracticable procedures, and you alone are the protector of the good and punisher of the bad, hence treat both Sugreeva and Angada with equal compassion. [4-18-53]"
4-18-52,"Oh, lord of men, it will be apt of you to show the same kind of outlook towards Sugreeva, oh, king, even towards Angada, which you have for Bharata and Lakshmana. [4-18-54]"
4-18-53,"The fault occurring from my fault of maltreating Sugreeva may not light upon that self-reproachful Tara, and it will be apt of you to see that Sugreeva will not look down on her treating her as the wife his rival. [4-18-55]"
4-18-54,"When you indeed approve someone, he is capable enough to govern the kingdom, abiding himself under your control and following your heart, why a kingdom, he can rule the earth, why earth, he can even achieve the heaven itself. [4-18-56, 57a]"
4-18-55,"Though Tara dissuaded me I met with my brother Sugreeva in a duel as though aspiring elimination at your hand.. On saying thus to Rama that vanara, Vali the lord of monkeys&#39; paused for a while. [4-18-57b, 58]"
4-18-56,"Rama consoled Vali with words that are agreeable to savants and that contain the essence and meaning of rightness, while Vali is with an evincible perspective of righteousness by now. And Rama spoke to Vali this way. [4-18-59]"
4-18-57,"Oh, fly-jumper, you need not be remorseful about your wife, son and others you leave behind, because we take care of them... nor you should bother about us thinking that we have arbitrarily eliminated you, nor necessarily bother about yourself for committing sins, as we took this decision according to rightness and considerateness in your respect. [4-18-60]"
4-18-58,"He who administers punishment to the punishable, and he who is punishable and gets punished, both of them will achieve the results of cause and effect, where punishment is the effect from the cause of wrongdoing, and they both thereby will not be condemned. [4-18-61]"
4-18-59,"Thereby, by virtue of the punishment you are completely divested of your blemish, and as contained in the scriptures on rightness you attained your true nature, that which is agreeable to rightness. [4-18-62]"
4-18-60,"Let distress, desire and even dread that abide in your heart be discarded, oh, monkey&#39;s supreme, you cannot possibly transcend destiny. [4-18-63]"
4-18-61,"As Angada has always been conducting himself with you, thus he will conduct himself with Sugreeva and also even with me, without doubt. Thus Rama spoke to Vali. [4-18-64]"
4-18-62,"On hearing the agreeable and assertive words of that great-souled Rama, who is the treader on the path of rightness and an absolute crusher of enemies in war, Vali, the vanara, spoke these well-disposed words to Rama. [4-18-65]"
4-18-63,"Oh, lord, oh, tremendously braving one, oh, Rama, the lord of people, I blamed you when your arrow sweltered and rendered me imbecile, thus I blamed you unthinkingly for which I may please be pardoned, I appease you for the same. [4-18-66]"
4-19-1,"That great vanara king Vali who is sprawling agonised by arrow, and to whom Rama gave a reply with well-reasoned words did not find any other reply to be given to Rama. [4-19-1]"
4-19-2,"He who is heavily thrashed with trees, whose limbs are variously cracked with boulders, and whom Rama&#39;s arrow finally vanquished, that Vali fainted at the time of his breathing his last. [4-19-2]"
4-19-3,"Tara, wife of Vali, heard that the tigerly monkey Vali perished in fight by the arrow released by Rama."
4-19-4,"On hearing the very gruesome killing of her husband that is unpleasant, she is highly anguished and rushed out of Kishkindha along with Angada. [4-19-4]"
4-19-5,"On seeing Rama with bow those very mighty vanara-s that form the escort of Angada are scared to death, and they very quickly fled from there towards Kishkindha. [4-19-5]"
4-19-6,"Then on her way towards field of combat she saw the monkeys that are frightened and fleeing in disorder, like those animals that have wandered off from their herd when their master is killed. [4-19-6]"
4-19-7,"Nearing those monkeys that are already distressed at the fall of Vali, and that are highly frightened by Rama, and that are fleeing as though Rama&#39;s arrow is still tracking them down, Tara spoke to all of them, distressed as she is. [4-19-7]"
4-19-8,"Oh! Vanara-s, what for you are running away in utter fright and desperation, leaving off your best king to whom all of you are ushers? Thus Tara enquired with the monkeys. [4-19-8]"
4-19-9,"Whether or not a cruel brother made his brother to fall for the reason of kingdom with the arrows of Rama which can surge well from distance and fall on distant target? Aver it. [4-19-9]"
4-19-10,"On hearing the words of monkey&#39;s wife those guise-changing monkeys spoke this sentence coherently to lady Tara, befitting to present time of chaos. [4-19-10]"
4-19-11,"Return, oh, lady with a living son, and safeguard Angada, for the Terminator in the form of Rama is taking away Vali on killing. [4-19-11]"
4-19-12,"Shattering trees and massive boulders that Vali hurled at him with thunderbolt like arrows Rama felled Vali as if by thunderbolt. [4-19-12]"
4-19-13,"When that tigerly fly-jumper Vali whose brilliance is similar to Indra is killed all this vanara force felt defenceless and fled. [4-19-13]"
4-19-14,"Let the city of Kishkindha be safeguarded and let Angada be anointed, and when Vali&#39;s son Angada is enthroned all the fly-jumpers will stand by him. [4-19-14]"
4-19-15,"Or, your staying here is not good, oh, one with a pleasant visage, for those monkeys of Sugreeva will promptly enter our strongholds on this day itself. [4-19-15]"
4-19-16,"There are foresters in Kishkindha, some with wives and some without, some hankering after wives, some whom we have victimised, and from them we have very great danger. So said monkeys to Tara. [4-19-16]"
4-19-17,"On going a small distance ahead after listening those words, she whose smile will be winsome, that lady Tara said this befitting to her personality. [4-19-17]"
